default,0.0,2.0,4.0,6.0,8.0,10.0
0.0,-0.22830172031310278,-0.22830172031310278,-0.22830172031310278,-0.22830172031310278,-0.22830172031310278,-0.22830172031310278
0.1,-0.06930833703066722,-0.06930833703066722,-0.06930833703066722,-0.06930833703066722,-0.06930833703066722,-0.06930833703066722
0.2,0.01716982796868971,0.01716982796868971,0.01716982796868971,0.01716982796868971,0.01716982796868971,0.01716982796868971
0.3,0.052389942656229885,0.052389942656229885,0.052389942656229885,0.052389942656229885,0.052389942656229885,0.052389942656229885
0.4,0.10597485664057472,0.10597485664057472,0.10597485664057472,0.10597485664057472,0.10597485664057472,0.10597485664057472
0.5,0.17499999999999993,0.17499999999999993,0.17499999999999993,0.17499999999999993,0.17499999999999993,0.17499999999999993
0.6,0.3396228496086213,0.3396228496086213,0.3396228496086213,0.3396228496086213,0.3396228496086213,0.3396228496086213
0.8,0.6641508601565512,0.6641508601565512,0.6641508601565512,0.6641508601565512,0.6641508601565512,0.6641508601565512
1.0,0.9283017203131025,0.9283017203131025,0.9283017203131025,0.9283017203131025,0.9283017203131025,0.9283017203131025
