default,8.0,8.4,8.8,9.2,9.6,10.0
0.0,-0.12,-0.125,-0.13,-0.135,-0.14,-0.15
0.05,-0.16,-0.17,-0.18,-0.19,-0.2,-0.22
0.1,-0.25,-0.26,-0.28,-0.3,-0.32,-0.35
0.2,-0.45,-0.47,-0.5,-0.53,-0.56,-0.6
0.3,-0.65,-0.7,-0.74,-0.78,-0.82,-0.88
0.5,-1.1,-1.15,-1.2,-1.25,-1.3,-1.38
0.7,-1.6,-1.68,-1.75,-1.83,-1.9,-2.0
1.0,-2.0,-2.1,-2.2,-2.3,-2.4,-2.5
