default,-0.6,-0.5,-0.4,-0.3,-0.2,-0.1,0,0.1,0.2,0.3,0.4,0.5,0.6
-12,0.13849843394518588,0.11510562359682541,0.09171281324846495,0.06832000290010447,0.044927192551743995,0.021534382203383527,0.0,-0.02525123849333742,-0.048644048841697894,-0.07203685919005837,-0.09542966953841883,-0.1188224798867793,-0.14221529023513976
-10,0.13849843394518588,0.11510562359682541,0.09171281324846495,0.06832000290010447,0.044927192551743995,0.021534382203383527,0.0,-0.02525123849333742,-0.048644048841697894,-0.07203685919005837,-0.09542966953841883,-0.1188224798867793,-0.14221529023513976
-8,0.12891129722144604,0.10711634299370887,0.08532138876597171,0.06352643453823453,0.04173148031049738,0.01993652608276022,0.0,-0.02365338237271411,-0.04544833660045128,-0.06724329082818843,-0.0890382450559256,-0.11083319928366275,-0.13262815351139992
-6,0.12011622144454563,0.0997871131796252,0.07945800491470478,0.05912889664978434,0.03879978838486391,0.018470680119943485,0.0,-0.022187536409897377,-0.04251664467481781,-0.06284575293973824,-0.08317486120465867,-0.10350396946957909,-0.12383307773449952
-4,0.11383402446104535,0.0945519490267083,0.07526987359237125,0.055987798158034195,0.03670572272369715,0.017423647289360102,0.0,-0.021140503579313994,-0.040422579013651046,-0.059704654447988094,-0.07898672988232514,-0.09826880531666218,-0.11755088075099923
-2,0.11006470627094518,0.09141085053495816,0.07275699479897114,0.05410313906298411,0.035449283326997094,0.016795427591010076,0.0,-0.020512283880963968,-0.03916613961695099,-0.05781999535293801,-0.07647385108892503,-0.09512770682491205,-0.11378156256089907
0,0.10880826687424512,0.09036381770437478,0.07191936853450444,0.05347491936463408,0.03503047019476374,0.0165860210248934,0.0,-0.02030287731484729,-0.03874732648471764,-0.05719177565458798,-0.07563622482445832,-0.09408067399432866,-0.112525123164199
2,0.11006470627094518,0.09141085053495816,0.07275699479897114,0.05410313906298411,0.035449283326997094,0.016795427591010076,0.0,-0.020512283880963968,-0.03916613961695099,-0.05781999535293801,-0.07647385108892503,-0.09512770682491205,-0.11378156256089907
4,0.11383402446104535,0.0945519490267083,0.07526987359237125,0.055987798158034195,0.03670572272369715,0.017423647289360102,0.0,-0.021140503579313994,-0.040422579013651046,-0.059704654447988094,-0.07898672988232514,-0.09826880531666218,-0.11755088075099923
6,0.12011622144454563,0.0997871131796252,0.07945800491470478,0.05912889664978434,0.03879978838486391,0.018470680119943485,0.0,-0.022187536409897377,-0.04251664467481781,-0.06284575293973824,-0.08317486120465867,-0.10350396946957909,-0.12383307773449952
8,0.12891129722144604,0.10711634299370887,0.08532138876597171,0.06352643453823453,0.04173148031049738,0.01993652608276022,0.0,-0.02365338237271411,-0.04544833660045128,-0.06724329082818843,-0.0890382450559256,-0.11083319928366275,-0.13262815351139992
10,0.13849843394518588,0.11510562359682541,0.09171281324846495,0.06832000290010447,0.044927192551743995,0.021534382203383527,0.0,-0.02525123849333742,-0.048644048841697894,-0.07203685919005837,-0.09542966953841883,-0.1188224798867793,-0.14221529023513976
12,0.13849843394518588,0.11510562359682541,0.09171281324846495,0.06832000290010447,0.044927192551743995,0.021534382203383527,0.0,-0.02525123849333742,-0.048644048841697894,-0.07203685919005837,-0.09542966953841883,-0.1188224798867793,-0.14221529023513976
