default,-0.6,-0.5,-0.4,-0.3,-0.2,-0.1,0,0.1,0.2,0.3,0.4,0.5,0.6
-12,0.14681555862442183,0.12203656082952205,0.09725756303462225,0.07247856523972245,0.04769956744482265,0.022920569649922853,0.0,-0.026637425939876745,-0.05141642373477655,-0.07619542152967634,-0.10097441932457614,-0.12575341711947594,-0.15053241491437572
-10,0.14021925179174655,0.11653963846895929,0.09286002514617205,0.06918041182338479,0.045500798500597545,0.0218211851778103,0.0,-0.025538041467764193,-0.04921765479055144,-0.07289726811333869,-0.09657688143612593,-0.12025649475891317,-0.14393610808170043
-8,0.12891129722144604,0.10711634299370887,0.08532138876597171,0.06352643453823453,0.04173148031049738,0.01993652608276022,0.0,-0.02365338237271411,-0.04544833660045128,-0.06724329082818843,-0.0890382450559256,-0.11083319928366275,-0.13262815351139992
-6,0.12011622144454563,0.0997871131796252,0.07945800491470478,0.05912889664978434,0.03879978838486391,0.018470680119943485,0.0,-0.022187536409897377,-0.04251664467481781,-0.06284575293973824,-0.08317486120465867,-0.10350396946957909,-0.12383307773449952
-4,0.11383402446104535,0.0945519490267083,0.07526987359237125,0.055987798158034195,0.03670572272369715,0.017423647289360102,0.0,-0.021140503579313994,-0.040422579013651046,-0.059704654447988094,-0.07898672988232514,-0.09826880531666218,-0.11755088075099923
-2,0.11006470627094518,0.09141085053495816,0.07275699479897114,0.05410313906298411,0.035449283326997094,0.016795427591010076,0.0,-0.020512283880963968,-0.03916613961695099,-0.05781999535293801,-0.07647385108892503,-0.09512770682491205,-0.11378156256089907
0,0.10880826687424512,0.09036381770437478,0.07191936853450444,0.05347491936463408,0.03503047019476374,0.0165860210248934,0.0,-0.02030287731484729,-0.03874732648471764,-0.05719177565458798,-0.07563622482445832,-0.09408067399432866,-0.112525123164199
2,0.11006470627094518,0.09141085053495816,0.07275699479897114,0.05410313906298411,0.035449283326997094,0.016795427591010076,0.0,-0.020512283880963968,-0.03916613961695099,-0.05781999535293801,-0.07647385108892503,-0.09512770682491205,-0.11378156256089907
4,0.11383402446104535,0.0945519490267083,0.07526987359237125,0.055987798158034195,0.03670572272369715,0.017423647289360102,0.0,-0.021140503579313994,-0.040422579013651046,-0.059704654447988094,-0.07898672988232514,-0.09826880531666218,-0.11755088075099923
6,0.12011622144454563,0.0997871131796252,0.07945800491470478,0.05912889664978434,0.03879978838486391,0.018470680119943485,0.0,-0.022187536409897377,-0.04251664467481781,-0.06284575293973824,-0.08317486120465867,-0.10350396946957909,-0.12383307773449952
8,0.12891129722144604,0.10711634299370887,0.08532138876597171,0.06352643453823453,0.04173148031049738,0.01993652608276022,0.0,-0.02365338237271411,-0.04544833660045128,-0.06724329082818843,-0.0890382450559256,-0.11083319928366275,-0.13262815351139992
10,0.14021925179174655,0.11653963846895929,0.09286002514617205,0.06918041182338479,0.045500798500597545,0.0218211851778103,0.0,-0.025538041467764193,-0.04921765479055144,-0.07289726811333869,-0.09657688143612593,-0.12025649475891317,-0.14393610808170043
12,0.14681555862442183,0.12203656082952205,0.09725756303462225,0.07247856523972245,0.04769956744482265,0.022920569649922853,0.0,-0.026637425939876745,-0.05141642373477655,-0.07619542152967634,-0.10097441932457614,-0.12575341711947594,-0.15053241491437572
