x,y,z,x_quat,y_quat,z_quat,w_quat,
89614.084065,43155.290828,6.24094,0,0,0.798825,0.601564,11
89613.869889,43156.292082,6.241795,0,0,0.798825,0.601564,11
89613.721049,43157.304722,6.242583,0,0,0.702854,0.711334,11
89613.549657,43158.245747,6.24549,0,0,0.702854,0.711334,11
89613.274761,43159.168432,6.252007,0,0,0.702854,0.711334,11
89613.251856,43160.080942,6.262159,0,0,0.568884,0.822418,11
89613.272486,43160.921696,6.272477,0,0,0.568884,0.822418,11
89613.337826,43161.753783,6.282721,0,0,0.568884,0.822418,11
89613.437327,43162.539898,6.295323,0,0,0.568884,0.822418,11
89613.469057,43163.3699,6.30374,0,0,0.332024,0.943271,11
89613.524613,43164.041545,6.312264,0,0,0.332024,0.943271,11
89613.681531,43164.763479,6.317058,0,0,0.332024,0.943271,11
89613.862051,43165.464478,6.323434,0,0,0.332024,0.943271,11
89614.178831,43166.062218,6.33413,0,0,0.095761,0.995404,11
89614.478757,43166.489019,6.347372,0,0,0.095761,0.995404,11
89614.933038,43166.930979,6.354764,0,0,0.095761,0.995404,11
89615.456284,43167.174425,6.360432,0,0,0.095761,0.995404,11
89616.011054,43167.31867,6.361682,0,0,0.095761,0.995404,11
89616.596606,43167.400387,6.359688,0,0,0.095761,0.995404,11
89617.186906,43167.42865,6.356315,0,0,0.095761,0.995404,11
89617.77459,43167.305498,6.351304,0,0,-0.171466,0.98519,11
89618.316675,43167.160195,6.34574,0,0,-0.171466,0.98519,11
89618.860727,43167.04716,6.342591,0,0,-0.171466,0.98519,11
89619.384934,43166.838581,6.338214,0,0,-0.171466,0.98519,11
89619.796745,43166.587852,6.334573,0,0,-0.171466,0.98519,11
89620.288855,43166.34023,6.333368,0,0,-0.171466,0.98519,11
89620.755529,43166.047222,6.332397,0,0,-0.372298,0.928113,11
89621.192238,43165.794894,6.331436,0,0,-0.372298,0.928113,11
89621.665365,43165.561223,6.331705,0,0,-0.372298,0.928113,11
89622.104625,43165.35662,6.33308,0,0,-0.372298,0.928113,11
89622.532754,43165.08132,6.336047,0,0,-0.372298,0.928113,11
89622.862192,43164.78244,6.341013,0,0,-0.372298,0.928113,11
89623.15503,43164.507044,6.344696,0,0,-0.433472,0.901167,11
89623.458567,43164.146137,6.346769,0,0,-0.433472,0.901167,11
89623.678423,43163.867536,6.349019,0,0,-0.433472,0.901167,11
89623.920161,43163.58425,6.350872,0,0,-0.433472,0.901167,11
89624.0869,43163.234514,6.352888,0,0,-0.433472,0.901167,11
89624.271434,43162.965731,6.353542,0,0,-0.433472,0.901167,11
89624.47517,43162.639717,6.35397,0,0,-0.433472,0.901167,11
89624.792635,43162.250851,6.354522,0,0,-0.50772,0.861522,11
89625.186863,43161.739127,6.354972,0,0,-0.50772,0.861522,11
89625.579621,43161.289627,6.355211,0,0,-0.50772,0.861522,11
89625.948463,43160.83796,6.355466,0,0,-0.50772,0.861522,11
89626.339929,43160.38217,6.356231,0,0,-0.50772,0.861522,11
89626.688022,43159.945894,6.356351,0,0,-0.50772,0.861522,11
89627.011859,43159.505006,6.356257,0,0,-0.535709,0.844403,11
89627.354162,43159.022181,6.356317,0,0,-0.535709,0.844403,11
89627.688119,43158.618462,6.355767,0,0,-0.535709,0.844403,11
89627.978042,43158.178016,6.354703,0,0,-0.535709,0.844403,11
89628.238116,43157.753153,6.35476,0,0,-0.535709,0.844403,11
89628.477843,43157.387275,6.354372,0,0,-0.557544,0.830147,11
89628.773891,43156.894147,6.354969,0,0,-0.557544,0.830147,11
89629.044325,43156.423232,6.358075,0,0,-0.557544,0.830147,11
89629.272946,43156.021966,6.359699,0,0,-0.557544,0.830147,11
89629.491268,43155.508811,6.359188,0,0,-0.557544,0.830147,11
89629.762202,43154.959747,6.357861,0,0,-0.557544,0.830147,11
89630.013445,43154.476937,6.356222,0,0,-0.569087,0.822278,11
89630.269657,43153.974803,6.354542,0,0,-0.569087,0.822278,11
89630.572073,43153.447362,6.354012,0,0,-0.569087,0.822278,11
89630.872877,43152.924163,6.353291,0,0,-0.569087,0.822278,11
89631.162861,43152.38531,6.349824,0,0,-0.569087,0.822278,11
89631.500878,43151.778842,6.347693,0,0,-0.477121,0.878837,11
89631.877754,43151.066974,6.345478,0,0,-0.477121,0.878837,11
89632.247954,43150.421188,6.343566,0,0,-0.477121,0.878837,11
89632.713918,43149.621159,6.342078,0,0,-0.5511,0.834439,11
89633.162711,43148.831684,6.337816,0,0,-0.5511,0.834439,11
89633.644671,43148.122692,6.334742,0,0,-0.5511,0.834439,11
89634.13275,43147.384373,6.328596,0,0,-0.5511,0.834439,11
89634.600803,43146.576563,6.324386,0,0,-0.518683,0.854967,11
89635.134684,43145.79683,6.322588,0,0,-0.518683,0.854967,11
89635.542992,43145.021009,6.318894,0,0,-0.49334,0.869836,11
89636.010297,43144.154338,6.315163,0,0,-0.49334,0.869836,11
89636.53205,43143.270547,6.312588,0,0,-0.49334,0.869836,11
89637.017708,43142.501244,6.310681,0,0,-0.352614,0.935769,11
89637.5402,43141.6386,6.309829,0,0,-0.352614,0.935769,11
89638.06645,43140.833532,6.308669,0,0,-0.352614,0.935769,11
89638.596598,43139.982231,6.307383,0,0,-0.23237,0.972628,11
89639.114808,43139.221437,6.305696,0,0,-0.23237,0.972628,11
89639.626658,43138.407924,6.304681,0,0,-0.23237,0.972628,11
89640.283447,43137.669589,6.306114,0,0,-0.054406,0.998519,11
89640.935299,43137.067801,6.307494,0,0,-0.054406,0.998519,11
89641.739274,43136.706372,6.309734,0,0,0.160678,0.987007,11
89642.544671,43136.415999,6.310644,0,0,0.160678,0.987007,11
89643.424073,43136.184214,6.311196,0,0,0.160678,0.987007,11
89644.172262,43136.015001,6.311406,0,0,0.160678,0.987007,11
89645.016413,43135.935004,6.311862,0,0,0.343524,0.939144,11
89645.783263,43136.036128,6.311696,0,0,0.343524,0.939144,11
89646.500451,43136.331896,6.314475,0,0,0.343524,0.939144,11
89647.098432,43136.788162,6.317236,0,0,0.343524,0.939144,11
89647.552482,43137.380378,6.321566,0,0,0.554016,0.832506,11
89647.932233,43138.069022,6.324263,0,0,0.554016,0.832506,11
89648.164353,43138.631855,6.327352,0,0,0.554016,0.832506,11
89648.337087,43139.318771,6.329637,0,0,0.554016,0.832506,11
89648.36372,43139.940203,6.331007,0,0,0.699456,0.714676,11
89648.328402,43140.515226,6.332279,0,0,0.699456,0.714676,11
89648.217504,43141.141422,6.334758,0,0,0.699456,0.714676,11
89648.063701,43141.690797,6.337459,0,0,0.699456,0.714676,11
89647.811904,43142.178264,6.339787,0,0,0.699456,0.714676,11
89647.572122,43142.609293,6.341004,0,0,0.699456,0.714676,11
89647.264529,43143.000837,6.342243,0,0,0.699456,0.714676,11
89646.947408,43143.352907,6.343895,0,0,0.855279,0.518168,11
89646.688716,43143.660208,6.345106,0,0,0.855279,0.518168,11
89646.417784,43143.990804,6.346483,0,0,0.855279,0.518168,11
89646.084356,43144.381794,6.347478,0,0,0.855279,0.518168,11
89645.764548,43144.792526,6.349519,0,0,0.855279,0.518168,11
89645.483478,43145.21602,6.351586,0,0,0.855279,0.518168,11
89645.093745,43145.652344,6.352266,0,0,0.855458,0.517873,11
89644.820871,43146.124949,6.352188,0,0,0.855458,0.517873,11
89644.548214,43146.560639,6.352494,0,0,0.855458,0.517873,11
89644.301129,43147.004177,6.354057,0,0,0.855458,0.517873,11
89644.060291,43147.432756,6.3563,0,0,0.855458,0.517873,11
89643.821286,43147.848701,6.358679,0,0,0.855458,0.517873,11
89643.667726,43148.275975,6.359765,0,0,0.882001,0.471247,11
89643.422071,43148.788626,6.360106,0,0,0.882001,0.471247,11
89643.179939,43149.254208,6.360937,0,0,0.882001,0.471247,11
89642.860322,43149.774674,6.361557,0,0,0.882001,0.471247,11
89642.556744,43150.259765,6.36225,0,0,0.882001,0.471247,11
89642.300046,43150.743791,6.361366,0,0,0.909974,0.414665,11
89642.012691,43151.281282,6.360889,0,0,0.909974,0.414665,11
89641.703194,43151.818778,6.363016,0,0,0.909974,0.414665,11
89641.430902,43152.36933,6.366481,0,0,0.909974,0.414665,11
89641.106889,43152.946416,6.369465,0,0,0.909974,0.414665,11
89640.775731,43153.39676,6.371857,0,0,0.931912,0.362684,11
89640.502656,43153.926629,6.372293,0,0,0.931912,0.362684,11
89640.203754,43154.405908,6.372581,0,0,0.931912,0.362684,11
89639.882626,43154.878598,6.369813,0,0,0.931912,0.362684,11
89639.593425,43155.302796,6.367808,0,0,0.899436,0.437053,11
89639.261498,43155.813028,6.370967,0,0,0.899436,0.437053,11
89638.933113,43156.291771,6.382082,0,0,0.899436,0.437053,11
89638.535899,43156.826878,6.390619,0,0,0.899436,0.437053,11
89638.110482,43157.508889,6.405915,0,0,0.899436,0.437053,11
89637.64258,43158.150037,6.42001,0,0,0.904818,0.425798,11
89637.283071,43158.776373,6.441299,0,0,0.904818,0.425798,11
89636.897086,43159.331825,6.46038,0,0,0.904818,0.425798,11
89636.402625,43160.046726,6.473788,0,0,0.904818,0.425798,11
89635.939071,43160.714708,6.488626,0,0,0.909045,0.416698,11
89635.473552,43161.323677,6.498041,0,0,0.909045,0.416698,11
89634.970861,43162.059897,6.507237,0,0,0.909045,0.416698,11
89634.435325,43162.832215,6.517436,0,0,0.911257,0.411839,11
89633.977915,43163.553474,6.530234,0,0,0.911257,0.411839,11
89633.4849,43164.218107,6.53738,0,0,0.911257,0.411839,11
89632.997945,43164.902102,6.543256,0,0,0.911257,0.411839,11
89632.489357,43165.573756,6.554145,0,0,0.906128,0.423003,11
89632.070841,43166.250082,6.564937,0,0,0.906128,0.423003,11
89631.562775,43166.908823,6.579313,0,0,0.906128,0.423003,11
89631.082853,43167.604385,6.590516,0,0,0.896159,0.443734,11
89630.679202,43168.258368,6.601733,0,0,0.896159,0.443734,11
89630.255007,43168.865054,6.607395,0,0,0.896159,0.443734,11
89629.815518,43169.489612,6.612453,0,0,0.896159,0.443734,11
89629.363733,43170.081259,6.615393,0,0,0.910751,0.412956,11
89628.96596,43170.67142,6.619566,0,0,0.910751,0.412956,11
89628.540199,43171.197658,6.622618,0,0,0.910751,0.412956,11
89628.078369,43171.654722,6.627621,0,0,0.910751,0.412956,11
89627.563747,43172.112879,6.631487,0,0,0.910751,0.412956,11
89627.115613,43172.475915,6.637602,0,0,0.926643,0.375943,11
89626.662657,43172.942051,6.640025,0,0,0.926643,0.375943,11
89626.210586,43173.345877,6.638964,0,0,0.926643,0.375943,11
89625.745669,43173.690684,6.634472,0,0,0.926643,0.375943,11
89625.313862,43174.151182,6.631555,0,0,0.926643,0.375943,11
89624.826961,43174.528549,6.628592,0,0,0.941253,0.337701,11
89624.330443,43174.826093,6.624342,0,0,0.941253,0.337701,11
89623.912388,43175.16377,6.62031,0,0,0.941253,0.337701,11
89623.428752,43175.588913,6.618236,0,0,0.941253,0.337701,11
89622.895253,43175.977839,6.617663,0,0,0.941253,0.337701,11
89622.319982,43176.406903,6.615412,0,0,0.845594,0.533826,11
89621.829934,43176.796515,6.610678,0,0,0.845594,0.533826,11
89621.339241,43177.247016,6.605074,0,0,0.845594,0.533826,11
89620.84624,43177.719891,6.601451,0,0,0.845594,0.533826,11
89620.44996,43178.182842,6.597247,0,0,0.845594,0.533826,11
89620.106998,43178.743943,6.596399,0,0,0.678018,0.735046,11
89619.784675,43179.303994,6.596846,0,0,0.678018,0.735046,11
89619.660395,43179.850858,6.5957,0,0,0.678018,0.735046,11
89619.491924,43180.391753,6.594925,0,0,0.678018,0.735046,11
89619.409343,43180.97918,6.595646,0,0,0.678018,0.735046,11
89619.466161,43181.508171,6.598292,0,0,0.563098,0.82639,11
89619.550571,43181.996894,6.601433,0,0,0.563098,0.82639,11
89619.709215,43182.425738,6.606273,0,0,0.563098,0.82639,11
89619.899941,43182.877538,6.610888,0,0,0.563098,0.82639,11
89620.197448,43183.22478,6.616359,0,0,0.563098,0.82639,11
89620.484036,43183.581073,6.620063,0,0,0.563098,0.82639,11
89620.764138,43183.836609,6.623994,0,0,0.563098,0.82639,11
89621.033968,43184.138534,6.627214,0,0,0.563098,0.82639,11
89621.281824,43184.311328,6.631816,0,0,0.328683,0.94444,11
89621.55801,43184.486308,6.6364,0,0,0.328683,0.94444,11
89621.785936,43184.680384,6.640143,0,0,0.328683,0.94444,11
89621.945745,43184.834524,6.645212,0,0,0.328683,0.94444,11
89622.175401,43185.004541,6.648671,0,0,0.328683,0.94444,11
89622.347465,43185.123063,6.652913,0,0,0.328683,0.94444,11
89622.353651,43185.121117,6.654816,0,0,0.328683,0.94444,11
89622.354438,43185.100307,6.655706,0,0,0.328683,0.94444,11
89622.410366,43185.141261,6.655983,0,0,0.328683,0.94444,11
89622.514719,43185.23653,6.657487,0,0,0.328683,0.94444,11
89622.757376,43185.497704,6.66063,0,0,0.328683,0.94444,11
89623.018655,43185.796868,6.66691,0,0,0.328683,0.94444,11
89623.285858,43186.153544,6.676539,0,0,0.129383,0.991595,11
89623.621415,43186.475114,6.681673,0,0,0.129383,0.991595,11
89623.905147,43186.746319,6.692535,0,0,0.129383,0.991595,11
89624.276403,43187.097992,6.704189,0,0,0.129383,0.991595,11
89624.686918,43187.472424,6.717703,0,0,0.129383,0.991595,11
89625.123338,43187.865328,6.725618,0,0,0.129383,0.991595,11
89625.51353,43188.118022,6.734893,0,0,-0.073857,0.997269,11
89625.972763,43188.318507,6.742233,0,0,-0.073857,0.997269,11
89626.372205,43188.455011,6.750368,0,0,-0.073857,0.997269,11
89626.779944,43188.562415,6.755738,0,0,-0.073857,0.997269,11
89627.198355,43188.606412,6.761206,0,0,-0.073857,0.997269,11
89627.639201,43188.684486,6.766361,0,0,-0.073857,0.997269,11
89628.077988,43188.772944,6.770181,0,0,-0.073857,0.997269,11
89628.512381,43188.815642,6.773918,0,0,-0.257591,0.966254,11
89628.900946,43188.783596,6.778352,0,0,-0.257591,0.966254,11
89629.264259,43188.727403,6.78139,0,0,-0.257591,0.966254,11
89629.562512,43188.671165,6.783102,0,0,-0.257591,0.966254,11
89629.865333,43188.554592,6.784596,0,0,-0.257591,0.966254,11
89630.113612,43188.473594,6.787093,0,0,-0.257591,0.966254,11
89630.550536,43188.304438,6.789558,0,0,-0.257591,0.966254,11
89630.930409,43188.151884,6.793661,0,0,-0.257591,0.966254,11
89631.35406,43187.990783,6.796555,0,0,-0.257591,0.966254,11
89631.688144,43187.784659,6.800455,0,0,-0.307613,0.951512,11
89632.006608,43187.600132,6.803387,0,0,-0.307613,0.951512,11
89632.310469,43187.40981,6.806953,0,0,-0.307613,0.951512,11
89632.527326,43187.220173,6.811859,0,0,-0.307613,0.951512,11
89632.705029,43187.072903,6.816593,0,0,-0.307613,0.951512,11
89632.883421,43186.959919,6.81945,0,0,-0.307613,0.951512,11
89633.043838,43186.822231,6.821808,0,0,-0.307613,0.951512,11
89633.22826,43186.658096,6.823217,0,0,-0.307613,0.951512,11
89633.307225,43186.505922,6.824591,0,0,-0.307613,0.951512,11
89633.480834,43186.331905,6.825184,0,0,-0.307613,0.951512,11
89633.7135,43186.095425,6.826045,0,0,-0.307613,0.951512,11
89633.973973,43185.89801,6.829838,0,0,-0.285239,0.958457,11
89634.193079,43185.650297,6.836958,0,0,-0.285239,0.958457,11
89634.38578,43185.486862,6.845193,0,0,-0.285239,0.958457,11
89634.620163,43185.240485,6.853454,0,0,-0.285239,0.958457,11
89635.001198,43184.91674,6.858636,0,0,-0.285239,0.958457,11
89635.437513,43184.564238,6.87047,0,0,-0.285239,0.958457,11
89635.83624,43184.206893,6.8847,0,0,-0.285239,0.958457,11
89636.194233,43183.875014,6.897679,0,0,-0.163097,0.98661,11
89636.531611,43183.604567,6.906121,0,0,-0.163097,0.98661,11
89636.846741,43183.356339,6.916491,0,0,-0.163097,0.98661,11
89637.219135,43183.013361,6.923493,0,0,-0.163097,0.98661,11
89637.583043,43182.741108,6.933443,0,0,-0.163097,0.98661,11
89638.024352,43182.357577,6.941315,0,0,-0.163097,0.98661,11
89638.478695,43182.034286,6.949017,0,0,-0.163097,0.98661,11
89638.846106,43181.757604,6.959149,0,0,-0.010237,0.999948,11
89639.279226,43181.515706,6.971255,0,0,-0.010237,0.999948,11
89639.766351,43181.274305,6.980985,0,0,-0.010237,0.999948,11
89640.195788,43181.108715,6.993074,0,0,-0.010237,0.999948,11
89640.624308,43180.920048,7.00201,0,0,-0.010237,0.999948,11
89640.976857,43180.872385,7.010838,0,0,-0.010237,0.999948,11
89641.316199,43180.832963,7.019577,0,0,-0.010237,0.999948,11
89641.704687,43180.746008,7.026545,0,0,0.09309,0.995658,11
89642.008836,43180.704811,7.033022,0,0,0.09309,0.995658,11
89642.292723,43180.718849,7.041283,0,0,0.09309,0.995658,11
89642.546058,43180.809364,7.049319,0,0,0.09309,0.995658,11
89642.837778,43180.863175,7.054816,0,0,0.09309,0.995658,11
89643.013315,43180.87009,7.06168,0,0,0.09309,0.995658,11
89643.265637,43180.926806,7.06809,0,0,0.09309,0.995658,11
89643.540539,43180.983134,7.073244,0,0,0.09309,0.995658,11
89643.803476,43181.028391,7.078423,0,0,0.09309,0.995658,11
89643.947906,43181.098358,7.084715,0,0,0.09309,0.995658,11
89644.115887,43181.121944,7.088724,0,0,0.09309,0.995658,11
89644.281431,43181.218521,7.093906,0,0,0.09309,0.995658,11
89644.615863,43181.297004,7.098764,0,0,0.178075,0.984017,11
89644.995494,43181.397125,7.106834,0,0,0.178075,0.984017,11
89645.353425,43181.494808,7.115511,0,0,0.178075,0.984017,11
89645.712742,43181.600579,7.120514,0,0,0.178075,0.984017,11
89646.04811,43181.760143,7.126189,0,0,0.178075,0.984017,11
89646.35656,43181.886349,7.129975,0,0,0.178075,0.984017,11
89646.621362,43182.044159,7.133345,0,0,0.178075,0.984017,11
89646.866088,43182.204783,7.137336,0,0,0.178075,0.984017,11
89647.257782,43182.486182,7.139437,0,0,0.178075,0.984017,11
89647.811516,43182.710748,7.14104,0,0,0.241111,0.970498,11
89648.405832,43182.976641,7.13976,0,0,0.241111,0.970498,11
89649.015044,43183.188628,7.136561,0,0,0.241111,0.970498,11
89649.636641,43183.491557,7.136811,0,0,0.241111,0.970498,11
89650.216461,43183.760219,7.137276,0,0,0.233975,0.972243,11
89650.810094,43183.975149,7.134088,0,0,0.233975,0.972243,11
89651.400818,43184.279832,7.130155,0,0,0.233975,0.972243,11
89651.973353,43184.527953,7.125577,0,0,0.233975,0.972243,11
89652.488983,43184.755832,7.120916,0,0,0.233975,0.972243,11
89653.105692,43185.066237,7.117212,0,0,0.197508,0.980301,11
89653.780756,43185.366909,7.111485,0,0,0.197508,0.980301,11
89654.481351,43185.709799,7.104073,0,0,0.197508,0.980301,11
89655.23206,43186.030324,7.089723,0,0,0.197508,0.980301,11
89655.993647,43186.434258,7.065651,0,0,0.056364,0.99841,11
89656.887707,43186.843864,7.039764,0,0,0.056364,0.99841,11
89657.753871,43187.264798,7.010332,0,0,0.056364,0.99841,11
89658.71182,43187.499571,6.962318,0,0,-0.145469,0.989363,11
89659.764321,43187.443448,6.920363,0,0,-0.145469,0.989363,11
89660.850968,43187.30917,6.88985,0,0,-0.145469,0.989363,11
89661.739613,43186.98864,6.86074,0,0,-0.42261,0.906311,11
89662.633156,43186.389934,6.845965,0,0,-0.42261,0.906311,11
89663.266588,43185.523256,6.827662,0,0,-0.61422,0.789135,11
89663.835756,43184.673231,6.817296,0,0,-0.61422,0.789135,11
89664.313024,43183.664667,6.804384,0,0,-0.61422,0.789135,11
89664.601066,43182.709773,6.792561,0,0,-0.72301,0.690837,11
89664.703861,43181.709069,6.785269,0,0,-0.72301,0.690837,11
89664.599905,43180.767251,6.780652,0,0,-0.72301,0.690837,11
89664.320824,43179.847156,6.77636,0,0,-0.883558,0.468321,11
89664.028257,43178.982734,6.77301,0,0,-0.883558,0.468321,11
89663.576565,43178.257352,6.767987,0,0,-0.980175,0.198135,11
89662.980487,43177.559467,6.759846,0,0,-0.980175,0.198135,11
89662.383396,43176.953604,6.753203,0,0,-0.980175,0.198135,11
89661.804749,43176.378845,6.748746,0,0,-0.980175,0.198135,11
89661.151593,43175.909258,6.741371,0,0,-0.997178,0.075072,11
89660.533723,43175.479811,6.73657,0,0,-0.997178,0.075072,11
89659.863355,43175.168297,6.732345,0,0,-0.997178,0.075072,11
89659.217437,43174.929208,6.731958,0,0,-0.997178,0.075072,11
89658.57196,43174.747037,6.734799,0,0,-0.997254,0.074058,11
89657.964306,43174.561777,6.739864,0,0,-0.997254,0.074058,11
89657.408306,43174.493313,6.748028,0,0,-0.997254,0.074058,11
89656.922083,43174.487811,6.761977,0,0,-0.997254,0.074058,11
89656.446908,43174.51063,6.777798,0,0,-0.997254,0.074058,11
89656.018978,43174.458171,6.790646,0,0,-0.997254,0.074058,11
89655.630844,43174.395055,6.806161,0,0,-0.999403,0.034559,11
89655.123004,43174.382511,6.820399,0,0,-0.999403,0.034559,11
89654.755621,43174.346465,6.836858,0,0,-0.999403,0.034559,11
89654.395422,43174.319845,6.849327,0,0,-0.999403,0.034559,11
89654.114037,43174.256051,6.863068,0,0,-0.999403,0.034559,11
89653.671285,43174.267103,6.874395,0,0,-0.999403,0.034559,11
89653.140925,43174.261625,6.891767,0,0,-0.999403,0.034559,11
89652.638821,43174.221976,6.907362,0,0,-0.98346,0.181125,11
89652.125711,43174.125413,6.928179,0,0,-0.98346,0.181125,11
