s_m,x,y,z,x_quat,y_quat,z_quat,w_quat,target_velocity,heading_rad,curvature_1pm,turn_radius_m,v_limit_mps,v_kappa_mps,v_ref_mps,v_ref_kmh,t_ref_s
254.5398927691475,89675.849617,43165.840739,0,0,0,-0.825806568617472,0.563953465481184,10.271,-0.9183664659011189,-0.02605394228558203,38.38190739193389,10.0,,10.0,36.0,25.921349683045115
256.5735194018737,89677.082966,43164.175836,0,0,0,-0.795062751818814,0.606527180487647,10.271,-0.989337110366933,-0.056123515703422694,17.817843153026406,10.0,,10.0,36.0,26.128546491785144
258.5228450802984,89678.060052,43162.494793,0,0,0,-0.721722768504304,0.692182234258062,10.271,-1.1407323702673609,-0.06918471380257712,14.45405993661493,10.0,,10.0,36.0,26.32298420981477
260.3777921626356,89678.677999,43160.740967,0,0,0,-0.66703400498183,0.745027272116867,10.271,-1.2508276322133178,-0.06516061306534345,15.34669416012391,10.0,,10.0,36.0,26.50893485200492
262.12550239542406,89679.206376,43159.047758,0,0,0,-0.717595458926811,0.696460162053523,10.271,-1.380386637579476,-0.10330912177167507,9.679687358199732,10.0,,10.0,36.0,26.686308439999177
263.76520228734205,89679.336891,43157.448044,0,0,0,-0.771431659120066,0.636312183843169,10.271,-1.589712619487733,-0.11676371633453592,8.564304318089128,10.0,,10.0,36.0,26.846811369786508
265.33807099614637,89679.158671,43155.84751,0,0,0,-0.882999566020554,0.469373802429912,10.271,-1.7578567803618836,-0.11474390702779534,8.715059700361797,10.0,,10.0,36.0,27.00785395587939
266.83314106921694,89678.773698,43154.408916,0,0,0,-0.910139675308015,0.4143015464975,10.271,-1.9489840808542405,-0.13021587794106376,7.679555026711904,10.0,,10.0,36.0,27.15677530785947
268.25219469911,89678.107785,43153.155982,0,0,0,-0.99261494360928,0.121307764481692,10.271,-2.132212956614429,-0.11126130988078221,8.987850323454861,10.0,,10.0,36.0,27.298665537683096
269.6252817489841,89677.295622,43152.04638,0,0,0,-0.999903916664429,0.0138620863917891,10.271,-2.2649384438451863,-0.07862517523033476,12.718572608206859,10.0,,10.0,36.0,27.436172822470407
271.00008081692937,89676.376814,43151.076631,0,0,0,0.999676653137576,0.0254281177371751,10.271,-2.344066015450528,-0.04508873885597135,22.1784868100733,10.0,,10.0,36.0,27.56976254003361
272.4806339657551,89675.342049,43150.049369,0,0,0,0.988137541270794,0.153571480201601,10.271,-2.3857211912264638,-0.057210519348628426,17.47930295661569,10.0,,10.0,36.0,27.715570832729327
274.07099827435474,89674.096264,43148.934909,0,0,0,0.9922677217553,0.124115947253152,10.271,-2.5322161104713947,-0.10769508853257888,9.28547451537207,10.0,,10.0,36.0,27.88272349821206
275.6703297267553,89672.689757,43148.200862,0,0,0,0.923158155917782,0.384420367777878,10.271,-2.7453032008005396,-0.11697959016385259,8.548499773330597,10.0,,10.0,36.0,28.04137679755643
277.339085553629,89671.172505,43147.72444,0,0,0,0.923158155917782,0.384420367777878,10.271,-2.894106947386165,-0.07169424518735092,13.948120904081028,10.0,,10.0,36.0,28.20040608899682
279.35402814008455,89669.276238,43147.381002,0,0,0,0.923158155917782,0.384420367777878,10.271,-2.975512762260646,-0.024555918324101516,40.723380278492975,10.0,,10.0,36.0,28.393117743939882
281.93063487130496,89666.683304,43146.98819,0,0,0,0.923158155917782,0.384420367777878,10.271,-2.9878608835990788,0.006707126501291984,149.09514526188994,10.0,,10.0,36.0,28.655369683793634
284.9342605598552,89663.587372,43146.496266,0,0,0,0.923158155917782,0.384420367777878,10.271,-2.9267258186713554,0.04084848245869489,24.4807135983859,10.0,,10.0,36.0,28.968846703213927
288.02427473696645,89660.572182,43145.643805,0,0,0,0.923158155917782,0.384420367777878,10.271,-2.7238081066554676,0.09047694743669295,11.052539108922785,10.0,,10.0,36.0,29.282184547921048
290.9752626897502,89657.993728,43144.055899,0,0,0,0.923158155917782,0.384420367777878,10.271,-2.37208994606795,0.13617796951677735,7.34333169710537,10.0,,10.0,36.0,29.585002488191527
293.72887447727106,89656.418955,43141.738198,0,0,0,0.923158155917782,0.384420367777878,10.271,-1.9296547153547752,0.14170583983311716,7.056872188031706,10.0,,10.0,36.0,29.86521040968788
296.38426456544715,89656.084408,43139.097505,0,0,0,0.923158155917782,0.384420367777878,10.271,-1.6090947398143995,0.07153538614121065,13.979095576921928,10.0,,10.0,36.0,30.131390446795628
299.03828223002506,89656.215466,43136.433841,0,0,0,0.923158155917782,0.384420367777878,10.271,-1.5392143258567157,0.005494965150713655,181.98477562139328,10.0,,10.0,36.0,30.39807906867999
301.6535729706192,89656.253369,43133.792383,0,0,0,0.923158155917782,0.384420367777878,10.271,-1.5778417667899904,-0.030662434469450894,32.61319648302238,10.0,,10.0,36.0,30.662252061303462
304.162157310534,89656.183676,43131.280588,0,0,0,0.923158155917782,0.384420367777878,10.271,-1.6951534500382062,-0.06938678668499941,14.411965847903835,10.0,,10.0,36.0,30.91352822882172
306.5531087876341,89655.669982,43128.946386,0,0,0,0.923158155917782,0.384420367777878,10.271,-1.9110903324808497,-0.0882179924477706,11.335556072555713,10.0,,10.0,36.0,31.15253409700125
308.8390014797812,89654.644629,43126.857904,0,0,0,0.923158155917782,0.384420367777878,10.271,-2.1132578322286295,-0.08763195028659886,11.411363055706468,10.0,,10.0,36.0,31.38519491963732
311.0129126294774,89653.383532,43125.116184,0,0,0,0.923158155917782,0.384420367777878,10.271,-2.3051532624790716,-0.1027760381227741,9.729894421552045,10.0,,10.0,36.0,31.600228735624253
313.1051872102785,89651.819448,43123.703118,0,0,0,0.923158155917782,0.384420367777878,10.271,-2.5473483210789087,-0.11118453923610307,8.994056249821531,10.0,,10.0,36.0,31.811015696308576
315.15214171562866,89649.965143,43122.791046,0,0,0,0.923158155917782,0.384420367777878,10.271,-2.76878538366004,-0.08315502672529439,12.025731208090834,10.0,,10.0,36.0,32.017663279556245
317.1297820472463,89648.048519,43122.215881,0,0,0,0.923158155917782,0.384420367777878,10.271,-2.8928451064204834,-0.05582352939222668,17.9135932623287,10.0,,10.0,36.0,32.21776980954881
319.02125800699946,89646.228709,43121.834432,0,0,0,0.923158155917782,0.384420367777878,8.571,-2.9842571876922537,-0.05343248455633696,18.715206831635204,10.0,,10.0,36.0,32.40370559888747
320.85211060606173,89644.386285,43121.62903,0,0,0,0.923158155917782,0.384420367777878,8.571,-3.090163989806243,-0.05785604458934287,17.28427871448718,10.0,,10.0,36.0,32.589089421735935
322.6208889706324,89642.619419,43121.641277,0,0,0,0.923158155917782,0.384420367777878,8.571,3.0879989066241396,-0.06146249309262636,16.2700852126672,10.0,,10.0,36.0,32.765780266178545
324.32645161117796,89640.93029,43121.808633,0,0,0,0.923158155917782,0.384420367777878,8.571,2.9812888948625105,-0.08457512581146219,11.823807418616612,10.0,,10.0,36.0,32.9355202087185
325.9859416587319,89639.300043,43122.172354,0,0,0,0.923158155917782,0.384420367777878,8.571,2.80515868763549,-0.1302227761678772,7.679148221435904,10.0,,10.0,36.0,33.10255308712506
327.5888002595522,89637.833311,43122.87789,0,0,0,0.923158155917782,0.384420367777878,8.571,2.551270813251641,-0.16405192168065982,6.095631125532195,10.0,,10.0,36.0,33.26531315001286
329.12622431702937,89636.685343,43123.902089,0,0,0,0.923158155917782,0.384420367777878,8.571,2.286391384704814,-0.14318533685412113,6.983955354442553,10.0,,10.0,36.0,33.419157685846976
330.6233117649188,89635.847925,43125.146422,0,0,0,0.923158155917782,0.384420367777878,8.571,2.1061275083549753,-0.005166785152054596,193.5439486200322,10.0,,10.0,36.0,33.56914546940342
332.28471420470987,89635.185433,43126.469827,0,0,0,0.923158155917782,0.384420367777878,8.571,2.3210678845659167,0.14863341913421804,6.727962027819505,10.0,,10.0,36.0,33.71714197085131
334.37220045958327,89633.172892,43127.66177,0,0,0,0.923158155917782,0.384420367777878,8.571,2.6068854353456756,0.1024416361866803,9.761655877671567,10.0,,10.0,36.0,33.95104471542563
